Date,Open,High,Low,Close,Adj Close,Volume,H-L,O-C,7 DAYS MA,14 DAYS MA,21 DAYS MA,7 DAYS STD DEV
2019-01-02,5200.0,5245.0,5200.0,5240.0,4772.97802734375,35956000,45.0,40.0,,,,
2019-01-03,5200.0,5220.0,5115.0,5180.0,4718.32666015625,72358000,105.0,-20.0,,,,
2019-01-04,5175.0,5205.0,5125.0,5205.0,4741.09765625,51465000,80.0,30.0,,,,
2019-01-07,5265.0,5325.0,5245.0,5245.0,4777.53271484375,73438000,80.0,-20.0,,,,
2019-01-08,5230.0,5320.0,5205.0,5240.0,4772.97802734375,66247500,115.0,10.0,,,,
2019-01-09,5300.0,5320.0,5225.0,5255.0,4786.6416015625,84871000,95.0,-45.0,,,,
2019-01-10,5300.0,5300.0,5190.0,5255.0,4786.6416015625,114314500,110.0,-45.0,5231.428571428572,,,28.24215019468327
2019-01-11,5280.0,5300.0,5235.0,5250.0,4782.0869140625,84826500,65.0,-30.0,5232.857142857143,,,28.990967394624665
2019-01-14,5220.0,5235.0,5150.0,5200.0,4736.54345703125,87547500,85.0,-20.0,5235.714285714285,,,23.35033394275327
2019-01-15,5230.0,5260.0,5190.0,5260.0,4791.19580078125,87763000,70.0,30.0,5243.571428571428,,,20.354009783964045
2019-01-16,5260.0,5285.0,5245.0,5285.0,4813.96826171875,94972500,40.0,25.0,5249.285714285715,,,25.727509827123683
2019-01-17,5290.0,5330.0,5285.0,5330.0,4854.9580078125,91654000,45.0,40.0,5262.142857142857,,,39.24890050021984
2019-01-18,5340.0,5425.0,5315.0,5425.0,4941.490234375,100873500,110.0,85.0,5286.428571428572,,,72.55539755445946
2019-01-21,5425.0,5600.0,5390.0,5545.0,5050.794921875,87118000,210.0,120.0,5327.857142857143,5279.642857142857,,119.33346634735837
2019-01-22,5600.0,5620.0,5450.0,5600.0,5100.8935546875,91907000,170.0,0.0,5377.857142857143,5305.357142857143,,150.52289811567786
2019-01-23,5600.0,5600.0,5475.0,5500.0,5009.80615234375,98512500,125.0,-100.0,5420.714285714285,5328.214285714285,,133.14868166291134
2019-01-24,5430.0,5485.0,5355.0,5460.0,4973.37109375,106781000,130.0,30.0,5449.285714285715,5346.428571428572,,112.82097069504107
2019-01-25,5400.0,5520.0,5400.0,5500.0,5009.80615234375,68944000,120.0,100.0,5480.0,5364.642857142857,,86.93867570496572
2019-01-28,5515.0,5515.0,5475.0,5495.0,5005.25146484375,69704000,40.0,-20.0,5503.571428571428,5382.857142857143,,56.54749373419578
2019-01-29,5445.0,5550.0,5440.0,5540.0,5046.24072265625,77679000,110.0,95.0,5520.0,5403.214285714285,,45.552167895720174
2019-01-30,5560.0,5560.0,5495.0,5520.0,5028.0234375,76285000,65.0,-40.0,5516.428571428572,5422.142857142857,5358.571428571428,44.226150419771464
2019-01-31,5520.0,5640.0,5520.0,5635.0,5132.77392578125,135904500,120.0,115.0,5521.428571428572,5449.642857142857,5377.380952380952,55.7310719522984
2019-02-01,5680.0,5750.0,5560.0,5635.0,5132.77392578125,57719500,190.0,-45.0,5540.714285714285,5480.714285714285,5399.047619047619,68.88568860973956
2019-02-04,5635.0,5635.0,5500.0,5500.0,5009.80615234375,113846500,135.0,-135.0,5546.428571428572,5497.857142857143,5413.0952380952385,62.43091419816755
2019-02-06,5500.0,5540.0,5495.0,5535.0,5041.6865234375,121996500,45.0,35.0,5551.428571428572,5515.714285714285,5426.9047619047615,59.42181738176896
2019-02-07,5535.0,5535.0,5505.0,5530.0,5037.13232421875,63697500,30.0,-5.0,5556.428571428572,5530.0,5440.714285714285,55.20524474738769
2019-02-08,5530.0,5535.0,5500.0,5520.0,5028.0234375,65268500,35.0,-10.0,5553.571428571428,5536.785714285715,5453.333333333333,56.69467095138345
2019-02-11,5520.0,5530.0,5460.0,5495.0,5005.25146484375,37639000,70.0,-25.0,5550.0,5533.214285714285,5464.761904761905,59.86094998689255
2019-02-12,5530.0,5530.0,5450.0,5460.0,4973.37109375,95883500,80.0,-70.0,5525.0,5523.214285714285,5474.761904761905,54.772255750515335
2019-02-13,5460.0,5490.0,5410.0,5420.0,4936.93603515625,103115500,80.0,-40.0,5494.285714285715,5517.5,5485.238095238095,41.47575310031043
2019-02-14,5405.0,5405.0,5380.0,5380.0,4900.50048828125,108738500,25.0,-25.0,5477.142857142857,5511.785714285715,5490.952380952381,59.571885347110914
2019-02-15,5360.0,5410.0,5335.0,5360.0,4882.28369140625,81340000,75.0,0.0,5452.142857142857,5501.785714285715,5494.523809523809,67.4448628422456
2019-02-18,5410.0,5500.0,5410.0,5480.0,4991.5888671875,62991000,90.0,70.0,5445.0,5500.714285714285,5501.666666666667,60.069404303131954
2019-02-19,5420.0,5480.0,5380.0,5380.0,4900.50048828125,64469000,100.0,-40.0,5425.0,5489.285714285715,5499.523809523809,53.92896562454251
2019-02-20,5450.0,5595.0,5440.0,5500.0,5009.80615234375,89583000,155.0,50.0,5425.714285714285,5487.857142857143,5497.380952380952,55.032457955021336
2019-02-21,5540.0,5560.0,5470.0,5505.0,5014.35986328125,54561500,90.0,-35.0,5432.142857142857,5478.571428571428,5492.857142857143,61.90430402760893
