Date,Open,High,Low,Close,Adj Close,Volume,H-L,O-C,7 DAYS MA,14 DAYS MA,21 DAYS MA,7 DAYS STD DEV
2019-01-02,3700.0,3700.0,3625.0,3662.5,2965.774658203125,45319200,75.0,-37.5,,,,
2019-01-03,3637.5,3675.0,3550.0,3587.5,2905.042236328125,74174000,125.0,-50.0,,,,
2019-01-04,3587.5,3725.0,3575.0,3725.0,3016.385009765625,78514000,150.0,137.5,,,,
2019-01-07,3750.0,3787.5,3712.5,3712.5,3006.26318359375,53624800,75.0,-37.5,,,,
2019-01-08,3712.5,3737.5,3675.0,3675.0,2975.896728515625,80073200,62.5,-37.5,,,,
2019-01-09,3750.0,3787.5,3700.0,3787.5,3066.99560546875,104903400,87.5,37.5,,,,
2019-01-10,3812.5,3850.0,3775.0,3850.0,3117.606201171875,130603200,75.0,37.5,3714.285714285714,,,85.82582029069943
2019-01-11,3875.0,3900.0,3837.5,3850.0,3117.606201171875,88899400,62.5,-25.0,3741.0714285714284,,,95.66496597127772
2019-01-14,3875.0,3875.0,3825.0,3850.0,3117.606201171875,71320000,50.0,-25.0,3778.5714285714284,,,74.55223480410051
2019-01-15,3875.0,3900.0,3825.0,3900.0,3158.0947265625,86697200,75.0,25.0,3803.5714285714284,,,82.51082180105674
2019-01-16,3900.0,3912.5,3837.5,3900.0,3158.0947265625,78625600,75.0,0.0,3830.3571428571427,,,78.34789631600128
2019-01-17,3900.0,4025.0,3900.0,3937.5,3188.4609375,101961200,125.0,37.5,3867.8571428571427,,,48.87118636930042
2019-01-18,3950.0,3962.5,3912.5,3937.5,3188.4609375,56790000,50.0,-12.5,3889.285714285714,,,39.809815731443294
2019-01-21,3912.5,3950.0,3900.0,3900.0,3158.0947265625,111624400,50.0,-12.5,3896.4285714285716,3805.3571428571427,,35.877602775999755
2019-01-22,3862.5,3900.0,3825.0,3875.0,3137.85009765625,123558000,75.0,12.5,3900.0,3820.535714285714,,31.457643480295538
2019-01-23,3787.5,3850.0,3737.5,3737.5,3026.507080078125,162196000,112.5,-50.0,3883.9285714285716,3831.25,,68.356558190265
2019-01-24,3737.5,3750.0,3712.5,3737.5,3026.507080078125,179821400,37.5,0.0,3860.714285714286,3832.1428571428573,,87.03105630695734
2019-01-25,3737.5,3762.5,3650.0,3687.5,2986.018798828125,143184800,112.5,-50.0,3830.3571428571427,3830.3571428571427,,106.03093663553811
2019-01-28,3687.5,3712.5,3537.5,3587.5,2905.042236328125,207013400,175.0,-100.0,3780.3571428571427,3824.1071428571427,,127.44630054971944
2019-01-29,3587.5,3625.0,3525.0,3562.5,2884.798095703125,162587800,100.0,-25.0,3726.785714285714,3808.035714285714,,129.18586646858054
2019-01-30,3562.5,3662.5,3562.5,3625.0,2935.408447265625,175565200,100.0,62.5,3687.5,3791.964285714286,3766.0714285714284,107.77097630314533
2019-01-31,3662.5,3737.5,3637.5,3725.0,3016.385009765625,214008600,100.0,62.5,3666.0714285714284,3783.035714285714,3769.0476190476193,73.85031514908252
2019-02-01,3750.0,3812.5,3737.5,3800.0,3077.11767578125,104295400,75.0,50.0,3675.0,3779.464285714286,3779.1666666666665,86.60254037844253
2019-02-04,3750.0,3800.0,3675.0,3675.0,2975.896728515625,80919200,125.0,-75.0,3666.0714285714284,3763.3928571428573,3776.785714285714,82.19460068004553
2019-02-06,3725.0,3762.5,3712.5,3737.5,3026.507080078125,60281400,50.0,12.5,3673.214285714286,3751.785714285714,3777.9761904761904,86.43053913541124
2019-02-07,3737.5,3775.0,3712.5,3775.0,3056.87353515625,31622800,62.5,37.5,3700.0,3740.1785714285716,3782.7380952380954,84.4713955529706
2019-02-08,3750.0,3787.5,3712.5,3787.5,3066.99560546875,46828400,75.0,37.5,3732.1428571428573,3729.464285714286,3782.7380952380954,63.67934927281597
2019-02-11,3800.0,3812.5,3762.5,3812.5,3087.23974609375,72358200,50.0,12.5,3758.9285714285716,3723.214285714286,3780.9523809523807,48.79500364742445
2019-02-12,3837.5,3837.5,3687.5,3712.5,3006.26318359375,82644200,150.0,-125.0,3757.1428571428573,3711.6071428571427,3774.404761904762,50.44445318508905
2019-02-13,3712.5,3737.5,3625.0,3625.0,2935.408447265625,75046400,112.5,-87.5,3732.1428571428573,3703.5714285714284,3763.690476190476,66.4803945320921
2019-02-14,3675.0,3687.5,3587.5,3587.5,2905.042236328125,95699000,100.0,-87.5,3719.6428571428573,3692.8571428571427,3748.809523809524,84.7352318921078
2019-02-15,3575.0,3612.5,3550.0,3587.5,2905.042236328125,92002800,62.5,12.5,3698.214285714286,3685.714285714286,3733.9285714285716,97.47557691667105
2019-02-18,3650.0,3650.0,3587.5,3637.5,2945.530517578125,86216800,62.5,-12.5,3678.5714285714284,3689.285714285714,3719.6428571428573,93.18280804035412
2019-02-19,3637.5,3662.5,3562.5,3600.0,2915.1640625,92714200,100.0,-37.5,3651.785714285714,3691.964285714286,3703.5714285714284,83.05011395880933
2019-02-20,3625.0,3625.0,3475.0,3550.0,2874.675537109375,192881200,150.0,-75.0,3614.285714285714,3686.6071428571427,3686.904761904762,51.75491695067485
2019-02-21,3562.5,3662.5,3550.0,3662.5,2965.774658203125,100203800,112.5,100.0,3607.1428571428573,3682.1428571428573,3676.785714285714,37.4006620771525
2019-02-22,3637.5,3650.0,3525.0,3550.0,2874.675537109375,167596800,125.0,-87.5,3596.4285714285716,3664.285714285714,3667.8571428571427,41.904085492374314
2019-02-25,3575.0,3625.0,3562.5,3625.0,2935.408447265625,91520000,62.5,50.0,3601.785714285714,3660.714285714286,3662.5,42.95623464920926
2019-02-26,3637.5,3637.5,3575.0,3637.5,2945.530517578125,94091000,62.5,0.0,3608.9285714285716,3653.5714285714284,3660.1190476190477,44.32026302139396
2019-02-27,3600.0,3637.5,3575.0,3600.0,2915.1640625,72356800,62.5,0.0,3603.5714285714284,3641.0714285714284,3660.714285714286,42.521003213536055
2019-02-28,3612.5,3625.0,3550.0,3562.5,2884.798095703125,84980200,75.0,-50.0,3598.214285714286,3625.0,3660.714285714286,45.316348358746424
2019-03-01,3575.0,3612.5,3562.5,3587.5,2905.042236328125,47003200,50.0,12.5,3603.5714285714284,3608.9285714285716,3658.9285714285716,40.64216670264449
2019-03-04,3587.5,3587.5,3550.0,3550.0,2874.675537109375,29659800,37.5,-37.5,3587.5,3597.3214285714284,3650.595238095238,35.355339059324955
2019-03-05,3525.0,3562.5,3400.0,3475.0,2813.943115234375,223113200,162.5,-50.0,3576.785714285714,3586.6071428571427,3635.1190476190477,54.690688682546835
2019-03-06,3500.0,3537.5,3437.5,3537.5,2864.553466796875,94977600,100.0,37.5,3564.285714285714,3583.035714285714,3628.5714285714284,51.75491695067489
2019-03-08,3525.0,3525.0,3450.0,3450.0,2793.69921875,71523400,75.0,-75.0,3537.5,3573.214285714286,3614.8809523809523,55.901699437493036
2019-03-11,3475.0,3475.0,3412.5,3425.0,2773.455078125,53912400,62.5,-50.0,3512.5,3558.035714285714,3598.214285714286,62.08193510729555
2019-03-12,3412.5,3437.5,3337.5,3362.5,2722.843994140625,60509600,100.0,-50.0,3483.9285714285716,3541.0714285714284,3577.9761904761904,78.96277000978884
2019-03-13,3400.0,3400.0,3325.0,3350.0,2712.72216796875,55730600,75.0,-50.0,3450.0,3526.785714285714,3555.9523809523807,78.06247497997822
2019-03-14,3400.0,3462.5,3362.5,3450.0,2793.69921875,44212200,100.0,50.0,3435.714285714286,3511.6071428571427,3543.4523809523807,64.72239253332502
2019-03-15,3462.5,3550.0,3462.5,3550.0,2874.675537109375,71744400,87.5,87.5,3446.4285714285716,3511.6071428571427,3539.8809523809523,77.29619900714461
2019-03-18,3575.0,3612.5,3512.5,3550.0,2874.675537109375,52140200,100.0,-25.0,3448.214285714286,3506.25,3538.095238095238,79.85291538345874
2019-03-19,3587.5,3700.0,3575.0,3687.5,2986.018798828125,158696000,125.0,100.0,3482.1428571428573,3509.8214285714284,3542.8571428571427,120.73066245632313
2019-03-20,3700.0,3725.0,3650.0,3700.0,2996.14111328125,51652800,75.0,0.0,3521.4285714285716,3516.964285714286,3545.8333333333335,141.92029117648704
2019-03-21,3750.0,3762.5,3725.0,3737.5,3026.507080078125,68829800,37.5,-12.5,3575.0,3529.464285714286,3552.3809523809523,142.70453157953045
2019-03-22,3737.5,3750.0,3712.5,3725.0,3016.385009765625,45259400,37.5,-12.5,3628.5714285714284,3539.285714285714,3560.714285714286,111.03544050265651
2019-03-25,3625.0,3662.5,3587.5,3587.5,2905.042236328125,45751600,75.0,-37.5,3648.214285714286,3541.964285714286,3557.1428571428573,82.73595406616187
2019-03-26,3637.5,3675.0,3637.5,3650.0,2955.65283203125,28799400,37.5,12.5,3662.5,3554.464285714286,3561.904761904762,70.71067811865463
2019-03-27,3712.5,3712.5,3612.5,3612.5,2925.286376953125,38906600,100.0,-100.0,3671.4285714285716,3559.8214285714284,3561.309523809524,56.6946709513841
2019-03-28,3650.0,3687.5,3625.0,3687.5,2986.018798828125,47868600,62.5,37.5,3671.4285714285716,3576.785714285714,3563.690476190476,56.6946709513841
2019-03-29,3700.0,3750.0,3662.5,3737.5,3026.507080078125,71140200,87.5,37.5,3676.785714285714,3599.1071428571427,3570.2380952380954,61.41922686399955
2019-04-01,3750.0,3762.5,3725.0,3750.0,3036.62939453125,57890600,37.5,0.0,3678.5714285714284,3626.785714285714,3579.1666666666665,63.620901028035334
2019-04-02,3762.5,3762.5,3662.5,3712.5,3006.26318359375,36872800,100.0,-50.0,3676.785714285714,3652.6785714285716,3585.1190476190477,62.2614495112193
2019-04-04,3750.0,3850.0,3750.0,3837.5,3107.484130859375,119083400,100.0,87.5,3712.5,3680.3571428571427,3598.809523809524,73.24331596352955
2019-04-05,3837.5,3837.5,3775.0,3775.0,3056.87353515625,40534200,62.5,-62.5,3730.3571428571427,3696.4285714285716,3613.095238095238,70.65804641942526
2019-04-08,3800.0,3800.0,3687.5,3750.0,3036.62939453125,45862600,112.5,-50.0,3750.0,3710.714285714286,3623.214285714286,47.87135538781882
2019-04-09,3787.5,3862.5,3775.0,3837.5,3107.484130859375,61437800,87.5,50.0,3771.4285714285716,3721.4285714285716,3641.6666666666665,48.7950036474292
2019-04-10,3825.0,3837.5,3762.5,3775.0,3056.87353515625,30552600,75.0,-50.0,3776.785714285714,3726.785714285714,3658.3333333333335,46.45145955982822
2019-04-11,3787.5,3800.0,3700.0,3700.0,2996.14111328125,70389000,100.0,-87.5,3769.6428571428573,3724.1071428571427,3674.404761904762,54.41791546733276
2019-04-12,3675.0,3700.0,3650.0,3662.5,2965.774658203125,53372400,50.0,-12.5,3762.5,3719.6428571428573,3689.285714285714,65.35161308899406
2019-04-15,3700.0,3725.0,3662.5,3675.0,2975.896728515625,48251000,62.5,-25.0,3739.285714285714,3725.8928571428573,3700.0,63.09243030590107
2019-04-16,3687.5,3812.5,3675.0,3812.5,3087.23974609375,143066800,137.5,125.0,3744.6428571428573,3737.5,3712.5,68.02923041220166
2019-04-18,3900.0,4062.5,3887.5,3900.0,3158.0947265625,243343400,175.0,0.0,3766.0714285714284,3758.035714285714,3729.1666666666665,90.05619938471372
2019-04-22,3900.0,3937.5,3825.0,3875.0,3137.85009765625,69981800,112.5,-25.0,3771.4285714285716,3771.4285714285716,3738.095238095238,95.93679715114173
2019-04-23,3850.0,3887.5,3837.5,3837.5,3107.484130859375,65384600,50.0,-12.5,3780.3571428571427,3778.5714285714284,3744.6428571428573,99.1781706012457
2019-04-24,3850.0,3862.5,3812.5,3837.5,3107.484130859375,55408400,50.0,-12.5,3800.0,3784.8214285714284,3749.404761904762,94.0965815886366
2019-04-25,3825.0,3837.5,3775.0,3825.0,3097.362060546875,111185200,62.5,0.0,3823.214285714286,3792.8571428571427,3754.1666666666665,71.96229171289438
2019-04-26,3775.0,3900.0,3737.5,3862.5,3127.728271484375,150697400,162.5,87.5,3850.0,3794.6428571428573,3767.2619047619046,30.61862178479409
2019-04-29,3850.0,3900.0,3837.5,3887.5,3147.972412109375,112773000,62.5,37.5,3860.714285714286,3802.6785714285716,3778.5714285714284,28.347335475696564
